image_path,true_label,predicted_label,confidence,correct,valid_prediction
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275148454.jpg,good,very-unhealthy,0.6328125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275150353.jpg,good,very-unhealthy,0.44921875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275141778.jpg,good,very-unhealthy,0.55078125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275144957.jpg,good,unhealthy-for-sensitive-groups,0.91796875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275319866.jpg,good,good,0.53125,True,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275147353.jpg,good,unhealthy-for-sensitive-groups,0.72265625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275317883.jpg,good,very-unhealthy,0.3984375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275466951.jpg,good,unhealthy-for-sensitive-groups,0.46484375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274706510.jpg,good,unhealthy-for-sensitive-groups,0.55078125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275465937.jpg,good,very-unhealthy,0.57421875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274708594.jpg,good,unhealthy-for-sensitive-groups,0.58203125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274705791.jpg,good,unhealthy-for-sensitive-groups,0.58203125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275148962.jpg,good,unhealthy-for-sensitive-groups,0.5625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275467196.jpg,good,very-unhealthy,0.42578125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274710158.jpg,good,very-unhealthy,0.4453125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274713152.jpg,good,good,0.80078125,True,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274704772.jpg,good,unhealthy-for-sensitive-groups,0.81640625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275153649.jpg,good,unhealthy,0.53515625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274703187.jpg,good,very-unhealthy,0.3828125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274713821.jpg,good,very-unhealthy,0.390625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275319396.jpg,good,good,0.81640625,True,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275145768.jpg,good,unhealthy-for-sensitive-groups,0.59765625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275322412.jpg,good,unhealthy,0.87890625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274710415.jpg,good,very-unhealthy,0.57421875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275145985.jpg,good,unhealthy-for-sensitive-groups,0.62890625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274702681.jpg,good,very-unhealthy,0.61328125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275317400.jpg,good,very-unhealthy,0.46484375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274709620.jpg,good,very-unhealthy,0.48828125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275151179.jpg,good,very-unhealthy,0.5859375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274706256.jpg,good,unhealthy-for-sensitive-groups,0.5078125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275149792.jpg,good,unhealthy-for-sensitive-groups,0.4140625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274709892.jpg,good,good,0.42578125,True,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275148166.jpg,good,very-unhealthy,0.546875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275466455.jpg,good,good,0.375,True,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275144699.jpg,good,very-unhealthy,0.65234375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275142097.jpg,good,very-unhealthy,0.53125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275146502.jpg,good,very-unhealthy,0.609375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275320606.jpg,good,very-unhealthy,0.76171875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275152388.jpg,good,unhealthy,0.75,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275142961.jpg,good,good,0.45703125,True,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275152915.jpg,good,very-unhealthy,0.5625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275144428.jpg,good,unhealthy-for-sensitive-groups,0.921875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275146761.jpg,good,unhealthy-for-sensitive-groups,0.4609375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274706009.jpg,good,unhealthy-for-sensitive-groups,0.4453125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275143698.jpg,good,unhealthy-for-sensitive-groups,0.734375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275145263.jpg,good,unhealthy-for-sensitive-groups,0.82421875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275149510.jpg,good,very-unhealthy,0.53125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274710648.jpg,good,unhealthy-for-sensitive-groups,0.52734375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275148713.jpg,good,unhealthy,0.64453125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275322066.jpg,good,unhealthy,0.85546875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275142394.jpg,good,very-unhealthy,0.484375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275141267.jpg,good,unhealthy,0.52734375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275467757.jpg,good,very-unhealthy,0.58203125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275143928.jpg,good,very-unhealthy,0.4140625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275150864.jpg,good,very-unhealthy,0.45703125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274712920.jpg,good,very-unhealthy,0.54296875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274710912.jpg,good,unhealthy-for-sensitive-groups,0.4296875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275319139.jpg,good,good,0.51953125,True,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275140982.jpg,good,very-unhealthy,0.65625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275147052.jpg,good,unhealthy-for-sensitive-groups,0.765625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275320079.jpg,good,very-unhealthy,0.43359375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275466699.jpg,good,unhealthy-for-sensitive-groups,0.5234375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275317647.jpg,good,good,0.87890625,True,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274711431.jpg,good,good,0.859375,True,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274703467.jpg,good,very-unhealthy,0.65625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274709086.jpg,good,very-unhealthy,0.54296875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274707814.jpg,good,unhealthy-for-sensitive-groups,0.5234375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275150081.jpg,good,very-unhealthy,0.5,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275140696.jpg,good,good,0.54296875,True,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275153393.jpg,good,very-unhealthy,0.5,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274712444.jpg,good,very-unhealthy,0.58203125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275320912.jpg,good,good,0.46875,True,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274700572.jpg,good,good,0.38671875,True,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274714324.jpg,good,very-unhealthy,0.546875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274701271.jpg,good,very-unhealthy,0.5859375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274705317.jpg,good,unhealthy-for-sensitive-groups,0.62109375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275146232.jpg,good,unhealthy-for-sensitive-groups,0.4453125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275152108.jpg,good,very-unhealthy,0.4453125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274713315.jpg,good,very-unhealthy,0.4609375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275322973.jpg,good,very-unhealthy,0.69921875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275143218.jpg,good,very-unhealthy,0.6015625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275147626.jpg,good,good,0.60546875,True,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274701031.jpg,good,very-unhealthy,0.50390625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274706768.jpg,good,unhealthy-for-sensitive-groups,0.50390625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275466212.jpg,good,very-unhealthy,0.5078125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274703711.jpg,good,very-unhealthy,0.63671875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274704199.jpg,good,unhealthy-for-sensitive-groups,0.4921875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274702218.jpg,good,very-unhealthy,0.4453125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275318148.jpg,good,good,0.90234375,True,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274707548.jpg,good,very-unhealthy,0.67578125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274705549.jpg,good,unhealthy-for-sensitive-groups,0.4921875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275142662.jpg,good,unhealthy-for-sensitive-groups,0.51953125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274712681.jpg,good,very-unhealthy,0.51953125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274707032.jpg,good,very-unhealthy,0.4140625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274712197.jpg,good,good,0.78515625,True,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275318660.jpg,good,good,0.66015625,True,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274708332.jpg,good,good,0.578125,True,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274711959.jpg,good,good,0.60546875,True,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274704487.jpg,good,very-unhealthy,0.609375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275318399.jpg,good,very-unhealthy,0.4453125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274713569.jpg,good,very-unhealthy,0.59765625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274711679.jpg,good,good,0.84765625,True,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712275152670.jpg,good,very-unhealthy,0.75390625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/good/1712274705047.jpg,good,very-unhealthy,0.49609375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274138875.jpg,moderate,unhealthy-for-sensitive-groups,0.69140625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274129790.jpg,moderate,very-unhealthy,0.54296875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274147965.jpg,moderate,good,0.4453125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274182434.jpg,moderate,unhealthy-for-sensitive-groups,0.85546875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274182758.jpg,moderate,very-unhealthy,0.484375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274156334.jpg,moderate,good,0.5,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274183046.jpg,moderate,very-unhealthy,0.46875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274149987.jpg,moderate,unhealthy-for-sensitive-groups,0.41015625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274141836.jpg,moderate,good,0.63671875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274158558.jpg,moderate,unhealthy-for-sensitive-groups,0.48046875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274147697.jpg,moderate,good,0.421875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274128659.jpg,moderate,very-unhealthy,0.43359375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274148526.jpg,moderate,good,0.51171875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274128975.jpg,moderate,good,0.66796875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274151800.jpg,moderate,good,0.5625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274181109.jpg,moderate,unhealthy,0.53125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274167417.jpg,moderate,very-unhealthy,0.45703125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274166467.jpg,moderate,unhealthy-for-sensitive-groups,0.4921875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274144668.jpg,moderate,very-unhealthy,0.484375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274172695.jpg,moderate,very-unhealthy,0.453125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274130287.jpg,moderate,very-unhealthy,0.546875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274148265.jpg,moderate,very-unhealthy,0.46484375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274134642.jpg,moderate,unhealthy-for-sensitive-groups,0.48046875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274165073.jpg,moderate,good,0.80859375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274149104.jpg,moderate,very-unhealthy,0.52734375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274155494.jpg,moderate,unhealthy-for-sensitive-groups,0.8515625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274164812.jpg,moderate,very-unhealthy,0.4296875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274176806.jpg,moderate,unhealthy,0.48828125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274136128.jpg,moderate,very-unhealthy,0.49609375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274165647.jpg,moderate,very-unhealthy,0.41015625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274162803.jpg,moderate,very-unhealthy,0.640625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274174774.jpg,moderate,unhealthy-for-sensitive-groups,0.44921875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274167077.jpg,moderate,good,0.453125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274154392.jpg,moderate,unhealthy-for-sensitive-groups,0.484375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274155213.jpg,moderate,unhealthy-for-sensitive-groups,0.56640625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274169924.jpg,moderate,very-unhealthy,0.40234375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274157733.jpg,moderate,very-unhealthy,0.3671875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274149396.jpg,moderate,good,0.83203125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274173555.jpg,moderate,very-unhealthy,0.5546875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274175365.jpg,moderate,unhealthy,0.4921875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274154963.jpg,moderate,unhealthy-for-sensitive-groups,0.47265625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274139447.jpg,moderate,unhealthy-for-sensitive-groups,0.42578125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274163689.jpg,moderate,good,0.82421875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274175971.jpg,moderate,unhealthy,0.421875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274174206.jpg,moderate,unhealthy-for-sensitive-groups,0.59765625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274140693.jpg,moderate,unhealthy-for-sensitive-groups,0.4609375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274153503.jpg,moderate,unhealthy,0.4453125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274137358.jpg,moderate,good,0.69140625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274179121.jpg,moderate,very-unhealthy,0.55078125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274157469.jpg,moderate,very-unhealthy,0.5703125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274160042.jpg,moderate,very-unhealthy,0.390625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274169291.jpg,moderate,very-unhealthy,0.5625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274179420.jpg,moderate,unhealthy,0.4375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274139759.jpg,moderate,good,0.4921875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274135560.jpg,moderate,very-unhealthy,0.50390625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274175054.jpg,moderate,very-unhealthy,0.59765625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274182095.jpg,moderate,unhealthy-for-sensitive-groups,0.91015625,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274159438.jpg,moderate,good,0.33984375,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274161647.jpg,moderate,good,0.51171875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274129239.jpg,moderate,good,0.48828125,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274130554.jpg,moderate,very-unhealthy,0.69921875,False,True
/home/tony-stark/Projects/image-based-air-quality-classifier/data/evaluate-dataset/moderate/1712274152346.jpg,moderate,good,0.41796875,False,True
